iter	RMSE
286	0.008705607743
287	0.008636564821
288	0.008555624258
289	0.008464619775
290	0.00840326452
291	0.008330814588
292	0.00824289364
293	0.008100957255
294	0.00798455432
295	0.007922484779
296	0.007852471691
297	0.007779654674
298	0.00769758442
299	0.007632835869
300	0.007538042366
301	0.007471798103
302	0.007352836034
303	0.007251170585
304	0.00713205267
305	0.00702993036
306	0.006900189227
307	0.0068439177
308	0.006786329901
309	0.006721994734
310	0.006654882997
311	0.006601851301
312	0.006552687709
313	0.006502654986
314	0.00641460726
315	0.006353609102
316	0.006232758655
317	0.00618419853
318	0.006127991213
319	0.006003977882
320	0.005961141663
321	0.005849575291
322	0.005783232538
323	0.005745322078
324	0.005692175687
325	0.005627325922
326	0.005549916869
327	0.005470875788
328	0.005404539738
329	0.005351556426
330	0.005312637518
331	0.005238278777
332	0.005187745506
333	0.005111183182
334	0.005029722372
335	0.004939009849
336	0.004884043761
337	0.004832703793
338	0.004789812144
339	0.004744906789
340	0.004685084282
341	0.004637897817
342	0.004583399169
343	0.004538466249
344	0.004463573841
345	0.004420213405
346	0.004372098755
347	0.004307107665
348	0.004269267162
349	0.004240034717
350	0.004192755526
351	0.004117337847
352	0.00406918217
353	0.004037562554
354	0.003974802339
355	0.003935711818
356	0.003888625092
357	0.003817733537
358	0.003782206184
359	0.003739708888
360	0.003686506009
361	0.003636071167
362	0.003586816947
363	0.003549380322
364	0.003504960254
365	0.003451459315
366	0.003411968373
367	0.003370160519
368	0.003323098018
369	0.00329120118
370	0.003244580724
371	0.003206215622
372	0.003174894318
373	0.003137718381
374	0.003096900882
375	0.00307813194
376	0.003036373591
377	0.003001299625
378	0.002961604141
379	0.002926372561
380	0.002876706525
381	0.00284805548
382	0.00281014836
383	0.002795550972
384	0.002759599617
385	0.002733158708
386	0.002702224199
387	0.002658202346
388	0.002634864171
389	0.002600331635
390	0.002561155267
391	0.002554926277
392	0.002524173106
393	0.002483955888
394	0.002450096472
395	0.00242915841
396	0.002386140568
397	0.002356787025
398	0.002320296593
399	0.002295361534
400	0.002279325782
401	0.002253007147
402	0.002226300055
403	0.002211244269
404	0.002166198305
405	0.002140881957
406	0.002124033067
407	0.002099195996
408	0.00207769036
409	0.00204479303
410	0.002024121277
411	0.001995863252
412	0.001975777433
413	0.001948952281
414	0.001928189405
415	0.001904995287
416	0.001879715249
417	0.00185801143
418	0.001837897524
419	0.001832076747
420	0.001808109912
421	0.001792851484
422	0.001787464385
423	0.001765874428
424	0.001745641568
425	0.001725764674
426	0.001706860267
427	0.001680643398
428	0.001668103305
429	0.001649320876
430	0.001644530364
431	0.001620353483
432	0.001608257851
433	0.001577802578
434	0.001559536237
435	0.001542134496
436	0.001525777324
437	0.001508194292
438	0.001493784438
439	0.001482504748
440	0.00146749595
441	0.00145092797
442	0.001433491542
443	0.001417571602
444	0.001390799107
445	0.001375960033
446	0.001345135673
447	0.001339863047
448	0.00131720975
449	0.001304541753
450	0.001291971185
451	0.001279399687
452	0.001258203103
453	0.001242137082
454	0.001232494806
455	0.001224934417
456	0.00121443869
457	0.001195908006
458	0.001180466715
459	0.00116821899
460	0.001154947583
461	0.001145913772
462	0.001123959494
463	0.001107394524
464	0.001098704659
465	0.001086722201
466	0.001068481138
467	0.001055631717
468	0.001044555589
469	0.001033576671
470	0.001023454991
471	0.001011203842
472	0.001004723102
473	0.0009894995785
474	0.0009860626439
475	0.0009727185727
476	0.000961984322
477	0.0009512730886
478	0.0009369788924
479	0.0009241057053
480	0.0009114474683
481	0.0009077120283
482	0.0008976255947
483	0.000887189411
484	0.0008817917774
485	0.0008784011408
486	0.0008689627197
487	0.0008567618063
488	0.0008459412251
489	0.0008346840468
490	0.0008237118397
491	0.0008147738708
492	0.0008021056023
493	0.0007918551644
494	0.0007822053841
495	0.0007747439536
496	0.0007653592513
497	0.0007592001221
498	0.0007515770461
499	0.0007412801902
500	0.0007277739402
501	0.0007164608757
502	0.0007093502652
503	0.0007015502872
504	0.0006904211935
505	0.0006810819036
506	0.0006726934002
507	0.0006670747675
508	0.0006603087874
509	0.0006501714173
510	0.0006417202398
511	0.0006316211497
512	0.0006291764544
513	0.000623306402
514	0.0006150944982
515	0.0006057218238
516	0.0005985556843
517	0.0005913134249
518	0.0005850808946
519	0.0005753086776
520	0.0005682065231
521	0.0005595172002
522	0.0005547893397
523	0.0005500268
524	0.0005429613756
525	0.0005384166823
526	0.0005310497087
527	0.0005231591518
528	0.0005161611383
529	0.000511975192
530	0.0005059746942
531	0.0004992039287
532	0.0004909774474
533	0.000485930014
534	0.0004798249078
535	0.0004736452676
536	0.0004684903218
537	0.0004623013657
538	0.0004589204034
539	0.0004558083378
540	0.0004483210725
541	0.0004426773726
542	0.0004386079049
543	0.0004324079883
544	0.0004282702045
545	0.0004242521837
546	0.0004169928715
547	0.0004153682566
548	0.0004109113107
549	0.000405650034
550	0.000400781883
551	0.0003965162351
552	0.0003911746519
553	0.0003876761009
554	0.0003856457447
555	0.0003826479428
556	0.0003793039928
557	0.000376567282
558	0.0003732689998
559	0.0003712429906
560	0.0003648922084
561	0.0003593350259
562	0.0003524142031
563	0.000348532958
564	0.0003422855883
565	0.0003380513622
566	0.0003338947183
567	0.0003299939904
568	0.000327379987
569	0.0003245093544
570	0.0003207469823
571	0.0003186687877
572	0.0003136105719
573	0.0003090637922
574	0.0003054127742
575	0.000299871471
576	0.0002967300229
577	0.0002927117939
578	0.00029009273
579	0.0002885521217
580	0.0002855059447
581	0.000281787573
582	0.0002768962569
583	0.0002746826708
584	0.000272965814
585	0.0002696118105
586	0.0002645896874
587	0.000263398586
588	0.0002616506124
589	0.0002578129945
590	0.0002555137764
591	0.0002520257174
592	0.0002507822393
593	0.0002491176019
594	0.000245474404
595	0.0002426819967
596	0.00024036261
597	0.0002385204065
598	0.0002371910628
599	0.0002347396507
600	0.0002319378163
601	0.0002296659943
602	0.0002266249849
603	0.0002255610227
604	0.0002236701056
605	0.0002210033787
606	0.0002194561925
607	0.0002182057265
608	0.0002152243098
609	0.0002132852407
610	0.0002107140674
611	0.0002082848057
612	0.0002067860956
613	0.0002049256474
614	0.0002029719382
615	0.0002001675793
616	0.0001986999367
617	0.000197287107
618	0.0001945072862
619	0.0001929958061
620	0.0001908938483
621	0.0001888866527
622	0.0001869108726
623	0.0001835713039
624	0.0001816776786
625	0.0001797998736
626	0.0001776940787
627	0.000176163113
628	0.0001752426401
629	0.0001744638698
630	0.0001715504589
631	0.0001688998008
632	0.0001661881814
633	0.0001646856405
634	0.0001628245256
635	0.0001616250771
636	0.000159719875
637	0.0001572318543
638	0.0001562195666
639	0.0001545483881
640	0.0001532407984
641	0.0001522731346
642	0.0001507408909
643	0.0001491318515
644	0.0001478790451
645	0.0001460601408
646	0.0001446138013
647	0.0001432737436
648	0.0001423956974
649	0.0001414219198
650	0.0001408423215
651	0.0001395072362
652	0.0001377165114
653	0.0001364680236
654	0.0001350690775
655	0.0001334667368
656	0.0001322583188
657	0.0001315014347
658	0.0001303351509
659	0.0001288798875
660	0.0001283830465
661	0.0001270772201
662	0.0001256420098
663	0.0001245455889
664	0.0001228531597
665	0.0001217285921
666	0.0001206659956
667	0.0001193232299
668	0.000118039618
669	0.0001169828993
670	0.0001154921498
671	0.0001146939903
672	0.0001134179721
673	0.0001120833398
674	0.0001115274754
675	0.0001104069844
676	0.0001093937282
677	0.0001080868476
678	0.0001069486931
679	0.0001058169179
680	0.0001043648743
681	0.0001036109069
682	0.0001023707983
683	0.0001003867872
684	9.917867127e-05
685	9.833486306e-05
686	9.675460292e-05
687	9.584965197e-05
688	9.508684462e-05
689	9.469002556e-05
690	9.358880307e-05
691	9.271765321e-05
692	9.199484856e-05
693	9.135983245e-05
694	9.023422586e-05
695	8.933293375e-05
696	8.866340921e-05
697	8.77999024e-05
698	8.693686639e-05
699	8.619435983e-05
700	8.467256893e-05
701	8.397736841e-05
702	8.313538694e-05
703	8.175707785e-05
704	8.128393941e-05
705	8.050729054e-05
706	7.964334632e-05
707	7.889570964e-05
708	7.772009597e-05
709	7.703603183e-05
710	7.562340222e-05
711	7.481639682e-05
712	7.385513182e-05
713	7.244410808e-05
714	7.142580227e-05
715	7.061466403e-05
716	6.932609452e-05
717	6.864666925e-05
718	6.795531475e-05
719	6.687957473e-05
720	6.611395542e-05
721	6.511431566e-05
722	6.427865599e-05
723	6.343990932e-05
724	6.278245608e-05
725	6.235476182e-05
726	6.14166659e-05
727	6.09496792e-05
728	6.066314464e-05
729	5.999484728e-05
730	5.946866899e-05
731	5.884983834e-05
732	5.805515595e-05
733	5.753972888e-05
734	5.704275039e-05
735	5.654792884e-05
736	5.554416412e-05
737	5.474814388e-05
738	5.432870114e-05
739	5.393546306e-05
740	5.333243768e-05
741	5.258488162e-05
742	5.21715597e-05
743	5.144004037e-05
744	5.079506179e-05
745	5.005009713e-05
746	4.925361545e-05
747	4.872887609e-05
748	4.836201818e-05
749	4.775646772e-05
750	4.757086208e-05
751	4.716303606e-05
752	4.661898834e-05
753	4.614497312e-05
754	4.576408285e-05
755	4.548520889e-05
756	4.487120015e-05
757	4.451708778e-05
758	4.392724923e-05
759	4.336035785e-05
760	4.303849909e-05
761	4.259195151e-05
762	4.217142369e-05
763	4.19354313e-05
764	4.129827074e-05
765	4.081651124e-05
766	4.050271682e-05
767	4.0217527e-05
768	3.949041585e-05
769	3.906958145e-05
770	3.852484549e-05
771	3.805955035e-05
772	3.767172069e-05
773	3.736809242e-05
774	3.680903314e-05
775	3.655319154e-05
776	3.631935867e-05
777	3.608348818e-05
778	3.570527101e-05
779	3.546715177e-05
780	3.517681499e-05
781	3.499895032e-05
782	3.446910037e-05
783	3.400504503e-05
784	3.353579075e-05
785	3.324223954e-05
786	3.29641802e-05
787	3.281119927e-05
788	3.225896537e-05
789	3.186493288e-05
790	3.154249483e-05
791	3.1093422e-05
792	3.07583224e-05
793	3.043289213e-05
794	3.013728326e-05
795	2.990858123e-05
796	2.965196141e-05
797	2.930202984e-05
798	2.890043486e-05
799	2.851605411e-05
800	2.815894048e-05
801	2.792264654e-05
802	2.7562151e-05
803	2.721829654e-05
804	2.705944416e-05
805	2.67875537e-05
806	2.644112617e-05
807	2.6206882e-05
808	2.587103889e-05
809	2.545783998e-05
810	2.519154772e-05
811	2.477965069e-05
812	2.45196496e-05
813	2.424947799e-05
814	2.387017519e-05
815	2.370398886e-05
816	2.338954295e-05
817	2.309156508e-05
818	2.284281537e-05
819	2.252813072e-05
820	2.217550729e-05
821	2.19271257e-05
822	2.173701179e-05
823	2.139201457e-05
824	2.115333473e-05
825	2.098305779e-05
826	2.072845446e-05
827	2.056278169e-05
828	2.034390811e-05
829	2.017498755e-05
830	1.993844771e-05
831	1.982401932e-05
832	1.966233636e-05
833	1.943084976e-05
834	1.9223835e-05
835	1.89108951e-05
836	1.873716559e-05
837	1.85801323e-05
838	1.838399257e-05
839	1.799466863e-05
840	1.784042272e-05
841	1.767205321e-05
842	1.751912873e-05
843	1.725487086e-05
844	1.693777827e-05
845	1.681466939e-05
846	1.668746664e-05
847	1.654705212e-05
848	1.641060056e-05
849	1.623399422e-05
850	1.60452915e-05
851	1.589684494e-05
852	1.576378827e-05
853	1.566235119e-05
854	1.554291341e-05
855	1.538472061e-05
856	1.517789334e-05
857	1.501993555e-05
858	1.488040529e-05
859	1.46578083e-05
860	1.444035067e-05
861	1.433691187e-05
862	1.412710783e-05
863	1.399260917e-05
864	1.383063904e-05
865	1.366221475e-05
866	1.348532066e-05
867	1.332781951e-05
868	1.313382739e-05
869	1.298588038e-05
870	1.284845864e-05
871	1.273772088e-05
872	1.256089518e-05
873	1.244813159e-05
874	1.231410748e-05
875	1.215873918e-05
876	1.208501565e-05
877	1.197335533e-05
878	1.187085786e-05
879	1.168483185e-05
880	1.159460988e-05
881	1.149802527e-05
882	1.135210761e-05
883	1.126905837e-05
884	1.111798914e-05
885	1.102526383e-05
886	1.085611055e-05
887	1.071055297e-05
888	1.059658573e-05
889	1.046768451e-05
890	1.038072741e-05
891	1.029955573e-05
892	1.013904542e-05
893	9.98549288e-06
894	9.853135608e-06
895	9.7541796e-06
896	9.651451256e-06
897	9.512952641e-06
898	9.392062055e-06
899	9.301375333e-06
900	9.182089621e-06
901	9.102868833e-06
902	9.004041495e-06
903	8.933992528e-06
904	8.81470731e-06
905	8.677122835e-06
906	8.56209255e-06
907	8.464421437e-06
908	8.417014666e-06
909	8.321211071e-06
910	8.24707132e-06
911	8.177141118e-06
912	8.112038676e-06
913	8.023692357e-06
914	7.909586209e-06
915	7.783502734e-06
916	7.71552441e-06
917	7.628751284e-06
918	7.564317864e-06
919	7.483799149e-06
920	7.421917354e-06
921	7.333508222e-06
922	7.232862464e-06
923	7.166841445e-06
924	7.059754286e-06
925	6.966386789e-06
926	6.913106753e-06
927	6.848598311e-06
928	6.762105803e-06
929	6.687765053e-06
930	6.628243135e-06
931	6.555932678e-06
932	6.509833781e-06
933	6.456246817e-06
934	6.389456907e-06
935	6.330623718e-06
936	6.269401197e-06
937	6.203074287e-06
938	6.136314704e-06
939	6.054189828e-06
940	5.976871592e-06
941	5.879027407e-06
942	5.850970344e-06
943	5.788304431e-06
944	5.740259389e-06
945	5.669466986e-06
946	5.59547655e-06
947	5.546219687e-06
948	5.519638212e-06
949	5.473030633e-06
950	5.432280867e-06
951	5.386000283e-06
952	5.334690203e-06
953	5.294938977e-06
954	5.238230278e-06
955	5.19401727e-06
956	5.138121636e-06
957	5.086985599e-06
958	5.049533565e-06
959	4.982137566e-06
960	4.922954547e-06
961	4.876656907e-06
962	4.802863033e-06
963	4.757258479e-06
964	4.707073803e-06
965	4.646486315e-06
966	4.60670738e-06
967	4.570343685e-06
968	4.513327386e-06
969	4.469226061e-06
970	4.428140223e-06
971	4.390740287e-06
972	4.329994316e-06
973	4.289844181e-06
974	4.256595088e-06
975	4.219147728e-06
976	4.199553577e-06
977	4.160872665e-06
978	4.128836806e-06
979	4.10027251e-06
980	4.062210945e-06
981	3.999644301e-06
982	3.949525836e-06
983	3.900035839e-06
984	3.865182481e-06
985	3.819288358e-06
986	3.766529489e-06
987	3.704694956e-06
988	3.641131081e-06
989	3.606453591e-06
990	3.586970027e-06
991	3.551391753e-06
992	3.514784794e-06
993	3.481064889e-06
994	3.44475243e-06
995	3.394546562e-06
996	3.361257628e-06
997	3.325315826e-06
998	3.2860442e-06
999	3.235430188e-06
